player_rating,opponent_rating,rating_diff,player_acpl,expected_acpl,acpl_gap,num_moves,avg_time_per_move,performance_rating,time_control_seconds,time_control,game_result,opening_eco,opening_family,color_played,is_suspicious
1899,1880,19,20,70,-50,45,4.91,2299,300,blitz,win,C00,C,white,1
1880,1899,19,21,70,-49,45,12.68,1480,300,blitz,loss,C00,C,black,1
2016,1891,125,50,39,11,26,7.02,1616,300,blitz,loss,D11,D,white,0
1891,2016,125,27,70,-43,26,6.93,2291,300,blitz,win,D11,D,black,1
1886,1864,22,15,70,-55,16,5.39,2286,300,blitz,win,C59,C,white,1
1864,1886,22,38,70,-32,16,18.02,1464,300,blitz,loss,C59,C,black,0
1845,1898,53,25,70,-45,65,4.59,2245,300,blitz,win,B01,B,white,1
1898,1845,53,42,70,-28,65,5.71,1498,300,blitz,loss,B01,B,black,0
1908,1592,316,57,70,-13,39,6.04,1508,300,blitz,loss,C51,C,white,0
1592,1908,316,33,84,-51,39,7.32,1992,300,blitz,win,C51,C,black,1
1911,1756,155,33,70,-37,46,4.87,1911,300,blitz,draw,B27,B,white,0
1756,1911,155,33,75,-42,46,4.79,1756,300,blitz,draw,B27,B,black,1
1916,1840,76,93,70,23,40,5.98,1516,300,blitz,loss,C51,C,white,0
1840,1916,76,70,70,0,40,4.22,2240,300,blitz,win,C51,C,black,0
1635,1913,278,52,75,-23,30,6.99,1235,300,blitz,loss,B01,B,white,0
1913,1635,278,25,70,-45,30,2.58,2313,300,blitz,win,B01,B,black,1
1298,1913,615,69,90,-21,22,10.12,898,300,blitz,loss,B01,B,white,0
1913,1298,615,46,70,-24,22,3.75,2313,300,blitz,win,B01,B,black,0
1919,1922,3,38,70,-32,39,3.55,1519,300,blitz,loss,B29,B,white,0
1922,1919,3,14,70,-56,39,2.3,2322,300,blitz,win,B29,B,black,1
1913,1909,4,107,70,37,31,5.57,2313,300,blitz,win,C59,C,white,0
1909,1913,4,140,70,70,31,6.39,1509,300,blitz,loss,C59,C,black,0
1917,1919,2,34,70,-36,30,3.16,2317,300,blitz,win,D00,D,white,0
1919,1917,2,65,70,-5,30,4.88,1519,300,blitz,loss,D00,D,black,0
1657,1917,260,82,75,7,37,6.29,1257,300,blitz,loss,B01,B,white,0
1917,1657,260,54,70,-16,37,6.46,2317,300,blitz,win,B01,B,black,0
1851,1912,61,70,70,0,29,4.0,1451,300,blitz,loss,B01,B,white,0
1912,1851,61,37,70,-33,29,4.55,2312,300,blitz,win,B01,B,black,0
1833,1915,82,37,70,-33,30,7.2,1433,300,blitz,loss,B01,B,white,0
1915,1833,82,25,70,-45,30,5.88,2315,300,blitz,win,B01,B,black,1
1955,1917,38,21,70,-49,21,1.79,2355,300,blitz,win,D10,D,white,1
1917,1955,38,68,70,-2,21,6.9,1517,300,blitz,loss,D10,D,black,0
1762,1913,151,42,75,-33,69,3.4,1362,300,blitz,loss,B01,B,white,0
1913,1762,151,31,70,-39,69,3.85,2313,300,blitz,win,B01,B,black,0
1912,1390,522,42,70,-28,35,3.07,2312,300,blitz,win,B01,B,white,0
1390,1912,522,68,90,-22,35,5.59,990,300,blitz,loss,B01,B,black,0
1905,1812,93,47,70,-23,34,2.74,2305,300,blitz,win,C51,C,white,0
1812,1905,93,79,70,9,34,12.89,1412,300,blitz,loss,C51,C,black,0
1898,1967,69,21,70,-49,27,4.07,2298,300,blitz,win,C57,C,white,1
1967,1898,69,53,70,-17,27,8.33,1567,300,blitz,loss,C57,C,black,0
1889,1862,27,30,70,-40,30,7.79,2289,180,blitz,win,B00,B,white,0
1862,1889,27,55,70,-15,30,4.75,1462,180,blitz,loss,B00,B,black,0
1890,1895,5,80,70,10,40,7.23,2290,300,blitz,win,B01,B,white,0
1895,1890,5,104,70,34,40,7.46,1495,300,blitz,loss,B01,B,black,0
1853,1852,1,29,70,-41,54,8.78,2253,600,rapid,win,B01,B,white,1
1852,1853,1,47,70,-23,54,6.69,1452,600,rapid,loss,B01,B,black,0
1843,1873,30,46,70,-24,44,8.94,2243,600,rapid,win,C51,C,white,0
1873,1843,30,48,70,-22,44,13.64,1473,600,rapid,loss,C51,C,black,0
1889,1851,38,12,70,-58,45,6.37,2289,600,rapid,win,A20,A,white,1
1851,1889,38,32,70,-38,45,7.5,1451,600,rapid,loss,A20,A,black,0
1832,1835,3,24,70,-46,29,8.88,2232,600,rapid,win,B51,B,white,1
1835,1832,3,46,70,-24,29,12.92,1435,600,rapid,loss,B51,B,black,0
1833,1929,96,59,70,-11,32,9.34,1433,600,rapid,loss,C51,C,white,0
1929,1833,96,28,70,-42,32,12.61,2329,600,rapid,win,C51,C,black,1
1707,1846,139,22,75,-53,58,8.75,2107,600,rapid,win,D02,D,white,1
1846,1707,139,37,70,-33,58,6.08,1446,600,rapid,loss,D02,D,black,0
1856,1851,5,44,70,-26,37,6.25,1456,600,rapid,loss,B30,B,white,0
1851,1856,5,14,70,-56,37,4.0,2251,600,rapid,win,B30,B,black,1
1846,1827,19,36,70,-34,69,6.04,2246,600,rapid,win,C41,C,white,0
1827,1846,19,44,70,-26,69,4.38,1427,600,rapid,loss,C41,C,black,0
1856,1229,627,52,70,-18,24,4.23,1856,600,rapid,draw,B13,B,white,0
1229,1856,627,26,90,-64,24,4.91,1229,600,rapid,draw,B13,B,black,1
1840,1868,28,9,70,-61,56,2.28,2240,600,rapid,win,B01,B,white,1
1868,1840,28,27,70,-43,56,2.42,1468,600,rapid,loss,B01,B,black,1
1734,1890,156,16,75,-59,68,3.95,2134,600,rapid,win,D11,D,white,1
1890,1734,156,29,70,-41,68,6.04,1490,600,rapid,loss,D11,D,black,1
1841,1871,30,55,70,-15,20,3.83,1441,600,rapid,loss,C59,C,white,0
1871,1841,30,5,70,-65,20,5.96,2271,600,rapid,win,C59,C,black,1
1821,1723,98,62,70,-8,40,6.95,2221,600,rapid,win,C52,C,white,0
1723,1821,98,83,75,8,40,11.34,1323,600,rapid,loss,C52,C,black,0
1715,1854,139,44,75,-31,53,5.43,2115,600,rapid,win,B01,B,white,0
1854,1715,139,61,70,-9,53,4.01,1454,600,rapid,loss,B01,B,black,0
1714,1628,86,65,75,-10,31,9.31,1314,1800,classical,loss,B01,B,white,0
1628,1714,86,34,75,-41,31,6.27,2028,1800,classical,win,B01,B,black,1
1403,1527,124,19,84,-65,27,0.0,1803,240,classical,win,C00,C,white,1
1527,1403,124,54,84,-30,27,9.75,1127,240,classical,loss,C00,C,black,0
2584,2597,13,64,39,25,39,4.45,2184,180,blitz,loss,E91,E,white,0
2597,2584,13,36,39,-3,39,4.53,2997,180,blitz,win,E91,E,black,0
2438,2606,168,39,39,0,32,2.2,2838,180,blitz,win,B23,B,white,0
2606,2438,168,47,39,8,32,4.29,2206,180,blitz,loss,B23,B,black,0
2597,2441,156,20,39,-19,25,2.98,2997,180,blitz,win,D15,D,white,0
2441,2597,156,47,39,8,25,3.76,2041,180,blitz,loss,D15,D,black,0
2445,2586,141,61,39,22,23,1.15,2045,180,blitz,loss,C00,C,white,0
2586,2445,141,19,39,-20,23,1.44,2986,180,blitz,win,C00,C,black,0
2606,1857,749,74,39,35,46,3.26,2206,300,blitz,loss,C70,C,white,0
1857,2606,749,88,70,18,46,4.44,2257,300,blitz,win,C70,C,black,0
2081,2604,523,32,39,-7,25,6.62,1681,300,blitz,loss,D02,D,white,0
2604,2081,523,11,39,-28,25,4.51,3004,300,blitz,win,D02,D,black,0
1993,2603,610,57,70,-13,29,6.76,1593,300,blitz,loss,D00,D,white,0
2603,1993,610,23,39,-16,29,4.08,3003,300,blitz,win,D00,D,black,0
2652,2594,58,28,39,-11,72,2.93,2252,180,blitz,loss,C02,C,white,0
2594,2652,58,14,39,-25,72,2.52,2994,180,blitz,win,C02,C,black,0
2599,2647,48,47,39,8,60,3.0,2199,180,blitz,loss,E92,E,white,0
2647,2599,48,37,39,-2,60,3.01,3047,180,blitz,win,E92,E,black,0
2625,2593,32,76,39,37,60,2.92,2225,180,blitz,loss,A07,A,white,0
2593,2625,32,62,39,23,60,2.78,2993,180,blitz,win,A07,A,black,0
2598,2593,5,41,39,2,23,7.46,2598,180,blitz,draw,E10,E,white,0
2593,2598,5,51,39,12,23,5.94,2593,180,blitz,draw,E10,E,black,0
2587,2601,14,12,39,-27,41,2.32,2987,180,blitz,win,D37,D,white,0
2601,2587,14,28,39,-11,41,3.75,2201,180,blitz,loss,D37,D,black,0
2559,2593,34,11,39,-28,14,4.93,2959,180,blitz,win,E10,E,white,0
2593,2559,34,33,39,-6,14,12.34,2193,180,blitz,loss,E10,E,black,0
2589,2486,103,14,39,-25,23,4.35,2989,180,blitz,win,D37,D,white,0
2486,2589,103,55,39,16,23,5.71,2086,180,blitz,loss,D37,D,black,0
2583,2605,22,9,39,-30,61,2.86,2983,180,blitz,win,D24,D,white,0
2605,2583,22,26,39,-13,61,2.61,2205,180,blitz,loss,D24,D,black,0
2485,2579,94,47,39,8,36,2.7,2085,180,blitz,loss,B30,B,white,0
2579,2485,94,29,39,-10,36,3.14,2979,180,blitz,win,B30,B,black,0
2575,2489,86,16,39,-23,45,3.68,2975,180,blitz,win,D24,D,white,0
2489,2575,86,41,39,2,45,3.69,2089,180,blitz,loss,D24,D,black,0
2494,2570,76,30,39,-9,42,3.63,2094,180,blitz,loss,C18,C,white,0
2570,2494,76,15,39,-24,42,3.16,2970,180,blitz,win,C18,C,black,0
2566,2498,68,19,39,-20,27,2.99,2966,180,blitz,win,B30,B,white,0
2498,2566,68,38,39,-1,27,4.84,2098,180,blitz,loss,B30,B,black,0
2503,2561,58,43,39,4,28,3.44,2103,180,blitz,loss,A21,A,white,0
2561,2503,58,18,39,-21,28,1.89,2961,180,blitz,win,A21,A,black,0
2546,2555,9,66,39,27,48,2.73,2146,180,blitz,loss,D02,D,white,0
2555,2546,9,45,39,6,48,3.69,2955,180,blitz,win,D02,D,black,0
2561,2567,6,52,39,13,21,3.93,2161,180,blitz,loss,B10,B,white,0
2567,2561,6,28,39,-11,21,5.33,2967,180,blitz,win,B10,B,black,0
2566,2572,6,44,39,5,16,9.06,2166,180,blitz,loss,D37,D,white,0
2572,2566,6,16,39,-23,16,2.38,2972,180,blitz,win,D37,D,black,0
2583,2558,25,11,39,-28,73,2.23,2583,180,blitz,draw,D12,D,white,0
2558,2583,25,11,39,-28,73,2.24,2558,180,blitz,draw,D12,D,black,0
2620,2556,64,44,39,5,51,3.08,3020,180,blitz,win,D02,D,white,0
2556,2620,64,54,39,15,51,3.53,2156,180,blitz,loss,D02,D,black,0
2562,2576,14,33,39,-6,27,5.14,2162,180,blitz,loss,D43,D,white,0
2576,2562,14,24,39,-15,27,3.99,2976,180,blitz,win,D43,D,black,0
2570,2567,3,21,39,-18,21,3.69,2970,180,blitz,win,B93,B,white,0
2567,2570,3,35,39,-4,21,7.54,2167,180,blitz,loss,B93,B,black,0
2570,2538,32,27,39,-12,32,4.93,2970,180,blitz,win,D85,D,white,0
2538,2570,32,59,39,20,32,5.54,2138,180,blitz,loss,D85,D,black,0
2571,2536,35,21,39,-18,17,3.59,2971,180,blitz,win,D85,D,white,0
2536,2571,35,56,39,17,17,7.92,2136,180,blitz,loss,D85,D,black,0
2527,2578,51,48,39,9,49,3.59,2927,180,blitz,win,B08,B,white,0
2578,2527,51,63,39,24,49,3.67,2178,180,blitz,loss,B08,B,black,0
2585,2516,69,29,39,-10,37,2.08,2185,180,blitz,loss,C80,C,white,0
2516,2585,69,13,39,-26,37,3.86,2916,180,blitz,win,C80,C,black,0
2506,2591,85,54,39,15,52,3.39,2906,180,blitz,win,B22,B,white,0
2591,2506,85,65,39,26,52,3.45,2191,180,blitz,loss,B22,B,black,0
2483,2606,123,22,39,-17,39,3.32,2883,180,blitz,win,C00,C,white,0
2606,2483,123,32,39,-7,39,3.15,2206,180,blitz,loss,C00,C,black,0
2601,2586,15,23,39,-16,21,6.16,3001,180,blitz,win,A43,A,white,0
2586,2601,15,48,39,9,21,7.96,2186,180,blitz,loss,A43,A,black,0
2592,2595,3,57,39,18,42,3.99,2192,180,blitz,loss,C02,C,white,0
2595,2592,3,37,39,-2,42,3.14,2995,180,blitz,win,C02,C,black,0
2597,2644,47,40,39,1,49,3.67,2197,180,blitz,loss,A55,A,white,0
2644,2597,47,40,39,1,49,3.62,3044,180,blitz,win,A55,A,black,0
2602,2433,169,23,39,-16,49,10.71,2602,600,rapid,draw,D38,D,white,0
2433,2602,169,23,39,-16,49,9.68,2433,600,rapid,draw,D38,D,black,0
2613,2603,10,26,39,-13,32,2.71,3013,600,rapid,win,E35,E,white,0
2603,2613,10,44,39,5,32,12.04,2203,600,rapid,loss,E35,E,black,0
2596,2645,49,18,39,-21,44,6.8,2996,600,rapid,win,D43,D,white,0
2645,2596,49,34,39,-5,44,6.58,2245,600,rapid,loss,D43,D,black,0
2647,2595,52,7,39,-32,47,6.7,2647,600,rapid,draw,C00,C,white,0
2595,2647,52,6,39,-33,47,8.72,2595,600,rapid,draw,C00,C,black,0
2599,2549,50,33,39,-6,31,14.79,2199,600,rapid,loss,E10,E,white,0
2549,2599,50,20,39,-19,31,15.13,2949,600,rapid,win,E10,E,black,0
2589,2528,61,11,39,-28,27,14.02,2989,600,rapid,win,D15,D,white,0
2528,2589,61,47,39,8,27,11.1,2128,600,rapid,loss,D15,D,black,0
2583,2591,8,10,39,-29,21,6.3,2983,600,rapid,win,D24,D,white,0
2591,2583,8,51,39,12,21,10.86,2191,600,rapid,loss,D24,D,black,0
2575,2631,56,36,39,-3,56,9.27,2975,600,rapid,win,D43,D,white,0
2631,2575,56,56,39,17,56,10.71,2231,600,rapid,loss,D43,D,black,0
2646,2568,78,37,39,-2,21,16.35,2246,600,rapid,loss,B30,B,white,0
2568,2646,78,13,39,-26,21,9.85,2968,600,rapid,win,B30,B,black,0
2506,2574,68,53,39,14,89,6.74,2906,600,rapid,win,B30,B,white,0
2574,2506,68,47,39,8,89,6.74,2174,600,rapid,loss,B30,B,black,0
2569,2524,45,19,39,-20,41,13.23,2969,600,rapid,win,B45,B,white,0
2524,2569,45,14,39,-25,41,14.63,2124,600,rapid,loss,B45,B,black,0
2564,2543,21,18,39,-21,24,10.38,2964,600,rapid,win,D85,D,white,0
2543,2564,21,59,39,20,24,20.72,2143,600,rapid,loss,D85,D,black,0
2379,2561,182,34,39,-5,25,16.59,1979,600,rapid,loss,E10,E,white,0
2561,2379,182,18,39,-21,25,14.08,2961,600,rapid,win,E10,E,black,0
2569,2446,123,63,39,24,21,13.47,2169,600,rapid,loss,D85,D,white,0
2446,2569,123,17,39,-22,21,9.49,2846,600,rapid,win,D85,D,black,0
2490,2564,74,60,39,21,26,18.23,2090,600,rapid,loss,B23,B,white,0
2564,2490,74,23,39,-16,26,13.9,2964,600,rapid,win,B23,B,black,0
2567,2735,168,50,39,11,76,7.9,2167,600,rapid,loss,D85,D,white,0
2735,2567,168,47,39,8,76,7.77,3135,600,rapid,win,D85,D,black,0
2503,2574,71,7,39,-32,21,11.82,2903,600,rapid,win,C07,C,white,0
2574,2503,71,23,39,-16,21,11.05,2174,600,rapid,loss,C07,C,black,0
2570,2497,73,43,39,4,55,10.32,2970,600,rapid,win,E92,E,white,0
2497,2570,73,51,39,12,55,6.35,2097,600,rapid,loss,E92,E,black,0
2480,2577,97,12,39,-27,24,10.75,2880,600,rapid,win,B30,B,white,0
2577,2480,97,30,39,-9,24,15.15,2177,600,rapid,loss,B30,B,black,0
2568,2783,215,29,39,-10,63,9.4,2968,600,rapid,win,D38,D,white,0
2783,2568,215,44,39,5,63,7.17,2383,600,rapid,loss,D38,D,black,0
2393,2576,183,21,39,-18,12,24.04,2793,600,rapid,win,B30,B,white,0
2576,2393,183,23,39,-16,12,20.47,2176,600,rapid,loss,B30,B,black,0
2533,2577,44,22,39,-17,31,10.5,2933,600,rapid,win,B21,B,white,0
2577,2533,44,42,39,3,31,11.53,2177,600,rapid,loss,B21,B,black,0
2584,2450,134,29,39,-10,60,8.42,2184,600,rapid,loss,A53,A,white,0
2450,2584,134,28,39,-11,60,8.22,2850,600,rapid,win,A53,A,black,0
2389,2592,203,20,39,-19,22,9.82,2789,600,rapid,win,C07,C,white,0
2592,2389,203,39,39,0,22,8.13,2192,600,rapid,loss,C07,C,black,0
2588,2527,61,39,39,0,52,10.86,2988,600,rapid,win,D37,D,white,0
2527,2588,61,55,39,16,52,11.54,2127,600,rapid,loss,D37,D,black,0
2593,2604,11,10,39,-29,45,11.78,2193,600,rapid,loss,D02,D,white,0
2604,2593,11,5,39,-34,45,10.22,3004,600,rapid,win,D02,D,black,0
2423,2590,167,50,39,11,34,11.43,2023,600,rapid,loss,E10,E,white,0
2590,2423,167,26,39,-13,34,15.77,2990,600,rapid,win,E10,E,black,0
2585,2569,16,41,39,2,36,9.27,2985,600,rapid,win,A43,A,white,0
2569,2585,16,66,39,27,36,3.88,2169,600,rapid,loss,A43,A,black,0
2594,2409,185,28,39,-11,9,9.99,2194,600,rapid,loss,B02,B,white,0
2409,2594,185,14,39,-25,9,2.67,2809,600,rapid,win,B02,B,black,0
2428,2602,174,15,39,-24,57,9.17,2828,600,rapid,win,E99,E,white,0
2602,2428,174,24,39,-15,57,10.18,2202,600,rapid,loss,E99,E,black,0
2468,2598,130,41,39,2,38,15.58,2068,600,rapid,loss,B22,B,white,0
2598,2468,130,20,39,-19,38,12.19,2998,600,rapid,win,B22,B,black,0
2548,2593,45,29,39,-10,38,14.39,2148,600,rapid,loss,A05,A,white,0
2593,2548,45,13,39,-26,38,10.55,2993,600,rapid,win,A05,A,black,0
2590,2434,156,11,39,-28,28,5.59,2990,600,rapid,win,D37,D,white,0
2434,2590,156,37,39,-2,28,5.91,2034,600,rapid,loss,D37,D,black,0
2584,2311,273,19,39,-20,36,7.16,2984,600,rapid,win,A70,A,white,0
2311,2584,273,41,39,2,36,5.3,1911,600,rapid,loss,A70,A,black,0
2591,2509,82,55,39,16,22,13.12,2191,600,rapid,loss,B45,B,white,0
2509,2591,82,54,39,15,22,16.31,2909,600,rapid,win,B45,B,black,0
2513,2586,73,45,39,6,28,11.09,2113,600,rapid,loss,E98,E,white,0
2586,2513,73,15,39,-24,28,8.5,2986,600,rapid,win,E98,E,black,0
2593,2546,47,29,39,-10,33,11.12,2193,600,rapid,loss,D85,D,white,0
2546,2593,47,17,39,-22,33,14.14,2946,600,rapid,win,D85,D,black,0
2653,2597,56,36,39,-3,46,7.82,3053,600,rapid,win,B30,B,white,0
2597,2653,56,42,39,3,46,8.4,2197,600,rapid,loss,B30,B,black,0
2592,2556,36,9,39,-30,31,16.25,2992,600,rapid,win,D15,D,white,0
2556,2592,36,26,39,-13,31,17.22,2156,600,rapid,loss,D15,D,black,0
2593,2598,5,31,39,-8,20,14.36,2193,600,rapid,loss,D24,D,white,0
2598,2593,5,16,39,-23,20,9.77,2998,600,rapid,win,D24,D,black,0
2585,2599,14,12,39,-27,28,10.91,2985,600,rapid,win,E69,E,white,0
2599,2585,14,29,39,-10,28,7.87,2199,600,rapid,loss,E69,E,black,0
2584,2605,21,22,39,-17,57,10.35,2984,600,rapid,win,B23,B,white,0
2605,2584,21,40,39,1,57,10.53,2205,600,rapid,loss,B23,B,black,0
2600,2553,47,11,39,-28,33,14.15,3000,600,rapid,win,D85,D,white,0
2553,2600,47,38,39,-1,33,8.03,2153,600,rapid,loss,D85,D,black,0
2644,2599,45,5,39,-34,68,8.34,2644,600,rapid,draw,E35,E,white,0
2599,2644,45,5,39,-34,68,8.41,2599,600,rapid,draw,E35,E,black,0
2605,2625,20,40,39,1,50,11.84,2205,600,rapid,loss,D85,D,white,0
2625,2605,20,29,39,-10,50,6.89,3025,600,rapid,win,D85,D,black,0
1254,1225,29,46,90,-44,22,13.65,1654,600,rapid,win,B23,B,white,1
1225,1254,29,81,90,-9,22,5.44,825,600,rapid,loss,B23,B,black,0
751,1230,479,107,105,2,20,4.99,351,600,rapid,loss,C55,C,white,0
1230,751,479,59,90,-31,20,5.27,1630,600,rapid,win,C55,C,black,0
1181,1212,31,94,100,-6,35,5.39,781,600,rapid,loss,C65,C,white,0
1212,1181,31,73,90,-17,35,10.3,1612,600,rapid,win,C65,C,black,0
1302,1227,75,46,90,-44,21,13.68,1702,600,rapid,win,A40,A,white,1
1227,1302,75,94,90,4,21,14.12,827,600,rapid,loss,A40,A,black,0
1204,1251,47,21,90,-69,26,15.35,1604,600,rapid,win,C46,C,white,1
1251,1204,47,46,90,-44,26,4.8,851,600,rapid,loss,C46,C,black,1
1161,1164,3,95,100,-5,34,15.4,1561,600,rapid,win,B01,B,white,0
1164,1161,3,93,100,-7,34,16.54,764,600,rapid,loss,B01,B,black,0
1160,1245,85,53,100,-47,19,15.8,1560,600,rapid,win,C40,C,white,1
1245,1160,85,86,90,-4,19,14.37,845,600,rapid,loss,C40,C,black,0
1184,1182,2,128,100,28,15,9.15,1584,600,rapid,win,C46,C,white,0
1182,1184,2,193,100,93,15,20.63,782,600,rapid,loss,C46,C,black,0
1155,1223,68,27,100,-73,28,15.02,1555,600,rapid,win,C46,C,white,1
1223,1155,68,62,90,-28,28,13.99,823,600,rapid,loss,C46,C,black,0
1148,1168,20,70,100,-30,46,11.49,1548,600,rapid,win,C46,C,white,0
1168,1148,20,92,100,-8,46,12.07,768,600,rapid,loss,C46,C,black,0
1002,1101,99,45,100,-55,39,3.86,602,600,rapid,loss,C47,C,white,1
1101,1002,99,19,100,-81,39,10.27,1501,600,rapid,win,C47,C,black,1
1033,1073,40,71,100,-29,19,6.59,633,600,rapid,loss,C44,C,white,0
1073,1033,40,33,100,-67,19,20.54,1473,600,rapid,win,C44,C,black,1
1114,1005,109,70,100,-30,56,12.86,714,600,rapid,loss,C42,C,white,0
1005,1114,109,52,100,-48,56,4.81,1405,600,rapid,win,C42,C,black,1
1088,1093,5,45,100,-55,24,14.32,1488,600,rapid,win,B06,B,white,1
1093,1088,5,80,100,-20,24,3.1,693,600,rapid,loss,B06,B,black,0
1230,1189,41,66,90,-24,29,10.85,830,600,rapid,loss,C70,C,white,0
1189,1230,41,44,100,-56,29,14.52,1589,600,rapid,win,C70,C,black,1
1288,1138,150,143,90,53,60,10.75,888,600,rapid,loss,C50,C,white,0
1138,1288,150,127,100,27,60,12.19,1538,600,rapid,win,C50,C,black,0
967,816,151,55,105,-50,21,14.96,1367,600,rapid,win,C40,C,white,1
816,967,151,88,105,-17,21,28.57,416,600,rapid,loss,C40,C,black,0
935,924,11,39,105,-66,24,33.31,1335,900,rapid,win,C53,C,white,1
924,935,11,82,105,-23,24,11.29,524,900,rapid,loss,C53,C,black,0
1084,1127,43,149,100,49,31,9.74,684,600,rapid,loss,C44,C,white,0
1127,1084,43,122,100,22,31,8.07,1527,600,rapid,win,C44,C,black,0
1068,1040,28,154,100,54,25,9.96,668,600,rapid,loss,C20,C,white,0
1040,1068,28,120,100,20,25,5.03,1440,600,rapid,win,C20,C,black,0
1737,1561,176,55,75,-20,70,4.29,1337,300,blitz,loss,C31,C,white,0
1561,1737,176,36,84,-48,70,3.6,1961,300,blitz,win,C31,C,black,1
1551,1435,116,59,84,-25,27,4.8,1951,300,blitz,win,C34,C,white,0
1435,1551,116,89,84,5,27,7.29,1035,300,blitz,loss,C34,C,black,0
1604,1556,48,137,75,62,41,5.61,1204,180,blitz,loss,C56,C,white,0
1556,1604,48,125,84,41,41,4.61,1956,180,blitz,win,C56,C,black,0
1537,1566,29,53,84,-31,30,2.21,1937,180,blitz,win,C62,C,white,0
1566,1537,29,86,84,2,30,3.68,1166,180,blitz,loss,C62,C,black,0
1586,1583,3,65,84,-19,77,2.47,1986,180,blitz,win,C37,C,white,0
1583,1586,3,81,84,-3,77,4.15,1183,180,blitz,loss,C37,C,black,0
1478,1699,221,19,84,-65,47,6.25,1878,420,rapid,win,C44,C,white,1
1699,1478,221,40,75,-35,47,4.06,1299,420,rapid,loss,C44,C,black,0
1435,1500,65,77,84,-7,34,10.66,1035,600,rapid,loss,D00,D,white,0
1500,1435,65,54,84,-30,34,7.34,1900,600,rapid,win,D00,D,black,0
1174,1252,78,76,100,-24,8,6.35,1574,60,blitz,win,C42,C,white,0
1252,1174,78,75,90,-15,8,12.5,852,60,blitz,loss,C42,C,black,0
1225,1225,0,34,90,-56,23,18.42,1625,600,rapid,win,D01,D,white,1
1225,1225,0,64,90,-26,23,9.24,825,600,rapid,loss,D01,D,black,0
953,1245,292,63,105,-42,19,17.91,1353,600,rapid,win,C20,C,white,1
1245,953,292,86,90,-4,19,16.54,845,600,rapid,loss,C20,C,black,0
1179,1259,80,37,100,-63,21,3.4,1579,600,rapid,win,C50,C,white,1
1259,1179,80,85,90,-5,21,11.98,859,600,rapid,loss,C50,C,black,0
979,1267,288,63,105,-42,28,7.03,1379,600,rapid,win,C50,C,white,1
1267,979,288,88,90,-2,28,7.3,867,600,rapid,loss,C50,C,black,0
1270,1764,494,47,90,-43,22,8.48,870,480,rapid,loss,A40,A,white,1
1764,1270,494,14,75,-61,22,5.07,2164,480,rapid,win,A40,A,black,1
1272,1561,289,105,90,15,20,7.4,872,480,rapid,loss,D00,D,white,0
1561,1272,289,58,84,-26,20,5.78,1961,480,rapid,win,D00,D,black,0
1261,1502,241,69,90,-21,19,8.47,861,480,rapid,loss,D01,D,white,0
1502,1261,241,31,84,-53,19,5.44,1902,480,rapid,win,D01,D,black,1
1224,1099,125,47,90,-43,44,10.54,1624,10800,classical,win,D00,D,white,1
1099,1224,125,70,100,-30,44,153.36,699,10800,classical,loss,D00,D,black,0
1352,1357,5,99,90,9,36,8.23,952,180,blitz,loss,C48,C,white,0
1357,1352,5,120,90,30,36,7.53,1757,180,blitz,win,C48,C,black,0
1690,1342,348,48,75,-27,30,6.38,1290,180,blitz,loss,B01,B,white,0
1342,1690,348,17,90,-73,30,2.85,1742,180,blitz,win,B01,B,black,1
1881,1331,550,86,70,16,21,2.79,2281,180,blitz,win,A00,A,white,0
1331,1881,550,133,90,43,21,2.55,931,180,blitz,loss,A00,A,black,0
1799,1332,467,56,75,-19,36,5.72,2199,180,blitz,win,B32,B,white,0
1332,1799,467,85,90,-5,36,6.65,932,180,blitz,loss,B32,B,black,0
1417,1352,65,54,84,-30,44,8.22,1817,300,blitz,win,B22,B,white,0
1352,1417,65,68,90,-22,44,3.43,952,300,blitz,loss,B22,B,black,0
1376,1353,23,27,90,-63,27,5.36,1776,180,blitz,win,B30,B,white,1
1353,1376,23,68,90,-22,27,9.16,953,180,blitz,loss,B30,B,black,0
1861,1452,409,44,70,-26,29,6.7,1461,600,rapid,loss,B23,B,white,0
1452,1861,409,30,84,-54,29,10.34,1852,600,rapid,win,B23,B,black,1
1304,1464,160,39,90,-51,23,4.02,1704,600,rapid,win,B00,B,white,1
1464,1304,160,83,84,-1,23,3.29,1064,600,rapid,loss,B00,B,black,0
1439,1459,20,34,84,-50,29,7.93,1439,600,rapid,draw,A00,A,white,1
1459,1439,20,36,84,-48,29,8.3,1459,600,rapid,draw,A00,A,black,1
1455,1505,50,71,84,-13,12,5.69,1855,600,rapid,win,B50,B,white,0
1505,1455,50,116,84,32,12,18.61,1105,600,rapid,loss,B50,B,black,0
1420,1762,342,44,84,-40,29,5.41,1820,600,rapid,win,B34,B,white,0
1762,1420,342,72,75,-3,29,3.5,1362,600,rapid,loss,B34,B,black,0
1425,1079,346,83,84,-1,12,20.32,1025,600,rapid,loss,C50,C,white,0
1079,1425,346,30,100,-70,12,9.27,1479,600,rapid,win,C50,C,black,1
1520,1455,65,58,84,-26,56,19.0,1120,1800,classical,loss,A04,A,white,0
1455,1520,65,39,84,-45,56,18.76,1855,1800,classical,win,A04,A,black,1
1449,1486,37,39,84,-45,26,8.36,1049,1800,classical,loss,C41,C,white,1
1486,1449,37,22,84,-62,26,13.26,1886,1800,classical,win,C41,C,black,1
